tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
507,0.6123583765285997,0.5349625246548319,0.38191163708086795,0.052190094950690345,5.191321499013807,0.14004536489151867,0.7558544378698224,0.04983747534516761,0.5257061412946025,0.2815270216962524
