tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
528,0.10457827026515147,0.656907196969697,0.7945056818181817,0.07566557460227274,5.276515151515151,0.1927638257575759,0.8616748579545455,0.07413428030303029,0.5547259383608817,0.5391439393939398
