tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
542,0.6025243284132845,0.5251586715867155,0.3945607011070114,0.09200436359778591,5.003690036900369,0.15042029520295197,0.7328250461254613,0.04601402214022142,0.5337327406910437,0.3172130996309961
