tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
552,0.7798447807971031,0.4274215579710148,0.20734041666666678,0.8697725869565214,4.98731884057971,0.1223853260869564,0.5205259057971013,0.05554945652173914,0.4904951828063243,0.2548121376811595
