tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
501,0.31886358502993994,0.5903592814371259,0.6136664670658686,0.04247841163672651,5.401197604790419,0.17641057884231542,0.8067980538922154,0.06466467065868266,0.5509843494828525,0.5244489021956089
