tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
614,0.6521286693811079,0.47017850162866465,0.33364000000000005,0.2880172514983715,4.921824104234528,0.1310436482084689,0.6942243485342023,0.049816938110749165,0.5023844018359492,0.2727239413680782
