tracks_amount,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,valence
523,0.7205011548757178,0.40891720841300194,0.2855398470363291,0.4366188893881452,4.812619502868069,0.13183613766730407,0.7434699490121098,0.041696175908221764,0.4807889970450205,0.22543365200764823
